fips,clinton_votes,clinton_percent,clinton_margin,trump_votes,trump_percent,johnson_votes,johnson_percent,other_votes,other_percent
00037,2421,0.4782694587119716,0.09541683129197948,1938,0.3828526274199921,302,0.05966021335440538,401,0.07921770051363097
00038,2758,0.5413150147203141,0.31697742885181557,1143,0.22433758586849853,273,0.05358194308145241,921,0.18076545632973504
00039,3142,0.5571909913105161,0.3080333392445469,1405,0.24915765206596915,277,0.04912218478453627,815,0.14452917183897854
00040,2338,0.5071583514099783,0.20845986984815623,1377,0.2986984815618221,213,0.046203904555314534,682,0.14793926247288502
01001,5936,0.2376967124494454,-0.48996916670003604,18172,0.7276658791494814,546,0.021863612701717855,319,0.012773795699355304
01003,18458,0.193856010082445,-0.571601113269968,72883,0.765457123352413,2464,0.02587827548180434,1410,0.01480859108333771
01005,4871,0.46527844111185407,-0.055688222370809004,5454,0.5209666634826631,93,0.008883369949374343,51,0.004871525456108511
01007,1874,0.21249574781721284,-0.5515364553804286,6738,0.7640322031976414,124,0.014060551082889217,83,0.009411497902256491
01009,2150,0.08421464943204074,-0.809165687426557,22808,0.8933803368585977,337,0.013200156678417547,235,0.009204857030943987
01011,3530,0.7496283712040773,0.5077511148863878,1139,0.24187725631768953,22,0.004671904863028244,18,0.003822467615204927
01013,3726,0.4267063673843335,-0.1345625286303252,4901,0.5612688960146587,65,0.00744388456252863,40,0.004580852038479157
01015,13242,0.2766588667892362,-0.40997409326424866,32865,0.6866329600534848,1116,0.023316062176165803,641,0.013392110981113155
01017,5784,0.41611510791366907,-0.1481294964028777,7843,0.5642446043165468,168,0.012086330935251799,105,0.007553956834532374
01019,1547,0.14413491102208142,-0.6900214292369329,8953,0.8341563402590143,147,0.01369607751793534,86,0.008012671200968975
01021,2911,0.15847351516141325,-0.6625292612553759,15081,0.8210027764167892,228,0.012412216233872285,149,0.008111492187925309
01023,3109,0.4263576522216127,-0.13672517827756447,4106,0.5630828304991772,52,0.007131102578167855,25,0.003428414701042238
01025,5749,0.4411787276494513,-0.10674545315018036,7140,0.5479241807996317,99,0.0075972680531041364,43,0.0032998234978129076
01027,1237,0.1867451690821256,-0.605072463768116,5245,0.7918176328502415,93,0.014039855072463768,49,0.007397342995169082
01029,684,0.1037463976945245,-0.7705141817078719,5764,0.8742605794023964,90,0.013650841801911118,55,0.008342181101167905
01031,4221,0.20325516444358838,-0.5611787932777965,15875,0.7644339577213849,396,0.019068714787884626,275,0.0132421630471421
01033,7312,0.2934778246036524,-0.3786474011639575,16746,0.6721252257676099,511,0.02050973309251455,346,0.013887216536223159
01035,3080,0.4677296886864085,-0.051632498101746416,3420,0.5193621867881549,51,0.007744874715261959,34,0.005163249810174639
01037,1782,0.3392993145468393,-0.30445544554455445,3381,0.6437547600913938,53,0.010091393754760092,36,0.006854531607006854
01039,2387,0.14974905897114177,-0.6825595984943539,13267,0.8323086574654956,183,0.011480552070263488,103,0.0064617314930991215
01041,1664,0.2655177916068294,-0.45460347853837557,4513,0.720121270145205,65,0.010371788734641774,25,0.003989149513323759
01043,3798,0.10028252316954031,-0.7707601721543051,32989,0.8710426953238455,687,0.01813957172655982,399,0.010535209780054393
01045,4413,0.23537255320283748,-0.5010933916475546,13808,0.7364659448503921,350,0.01866766227532135,178,0.009493839671449143
01047,12826,0.68306971294669,0.3750332854023539,5784,0.30803642754433613,96,0.005112637801565745,71,0.0037812217074079993
01049,3682,0.14011720831113478,-0.6886749372098333,21779,0.8287921455209681,469,0.017847629195524774,348,0.013243016972372327
01051,8443,0.22659688674181427,-0.5150563607085346,27634,0.7416532474503489,738,0.019806763285024155,445,0.011943102522812667
01053,4698,0.30711904294959796,-0.36503889651565663,10282,0.6721579394652546,195,0.012747597568150618,122,0.007975420016996797
01055,10442,0.2364369169459288,-0.4961280681097726,32353,0.7325649850557014,835,0.018906801920115932,534,0.012091296078253782
01057,1362,0.165110922536065,-0.648563462237847,6712,0.813674384773912,109,0.01321372287550006,66,0.008000969814522972
01059,2197,0.18247508305647842,-0.6037375415282392,9466,0.7862126245847176,238,0.019767441860465116,139,0.01154485049833887
01061,1525,0.12969892838918184,-0.7202755570675284,9994,0.8499744854567103,149,0.012672223167205307,90,0.007654362986902534
01063,4012,0.8222996515679443,0.6505431440869031,838,0.1717565074810412,13,0.0026644804263168684,16,0.003279360524697684
01065,4772,0.593827775012444,0.1991040318566451,3172,0.3947237431557989,54,0.006719761075161772,38,0.004728720756595321
01067,2292,0.2839444995044599,-0.4137760158572844,5632,0.6977205153617443,91,0.011273538156590684,57,0.0070614469772051535
01069,10664,0.25009967400736416,-0.4705551255892492,30728,0.7206547995966134,779,0.018269659232158352,468,0.010975867163864068
01071,3663,0.17493672095133483,-0.6198958880557811,16643,0.7948326090071159,389,0.018577773532642436,244,0.011652896508906824
01073,156384,0.515504629797502,0.07214506808719645,134498,0.44335956171030555,6613,0.02179911063056886,5866,0.01933669786162361
01075,1035,0.14868553368768855,-0.6872575779342048,5819,0.8359431116218934,62,0.008906766269214193,45,0.00646458842120385
01077,9952,0.25179000632511067,-0.454067046173308,27899,0.7058570524984187,987,0.024971537001897533,687,0.017381404174573054
01079,3611,0.24546257902250018,-0.48405954727754735,10732,0.7295221263000475,249,0.016926109713819592,119,0.008089184963632656
01081,21230,0.35866939230626277,-0.22616614012265374,34617,0.5848355324289165,2030,0.034295754422124985,1314,0.02219932084269568
01083,9468,0.23497294882612796,-0.48639996029185484,29067,0.7213729091179828,1055,0.02618255819725021,704,0.017471583858639003
01085,4883,0.7305505685218432,0.46858168761220825,1751,0.26196888090963494,32,0.0047875523638539795,18,0.0026929982046678637
01087,7566,0.8277899343544858,0.6712253829321663,1431,0.15656455142231948,69,0.007549234135667396,74,0.008096280087527353
01089,62822,0.38449344815134434,-0.1634014529741904,89520,0.5478949011255347,6621,0.040522923819840996,4426,0.027088726903279903
01091,5615,0.5107331271602692,0.034746225213752924,5233,0.47598690194651627,104,0.009459705293796616,42,0.003820265599417864
01093,1432,0.11029808210737117,-0.7579912192867596,11273,0.8682893013941307,181,0.013941307864130016,97,0.007471308634368019
01095,4917,0.1392286782195039,-0.6885264469362329,29233,0.8277551251557368,678,0.019198097179748557,488,0.01381809944501076
01097,71001,0.420094431164651,-0.13609092845478427,94002,0.5561853596194353,3232,0.019122902515797693,777,0.0045973067001159685
01099,4332,0.4217700321292961,-0.14243987927173596,5795,0.564209911401032,88,0.008567812287021711,56,0.00545224418265018
01101,58916,0.6144892467510795,0.25984063080164377,34003,0.35464861594943575,1486,0.015498863138571935,1473,0.015363274160912826
01103,11254,0.22221783429428954,-0.5179685648842903,37486,0.7401863991785799,1168,0.023062949214122108,736,0.01453281731300845
01105,3824,0.7245168624478969,0.4579386131110269,1407,0.26657824933687,23,0.004357711254262978,24,0.004547176960970065
01107,3972,0.41635220125786165,-0.1553459119496855,5454,0.5716981132075472,49,0.005136268343815514,65,0.006813417190775681
01109,5056,0.3839611178614824,-0.20025820170109349,7693,0.5842193195625759,257,0.01951701093560146,162,0.012302551640340218
01111,2290,0.2249950874435056,-0.531243859304382,7697,0.7562389467478876,124,0.01218314010611122,67,0.006582825702495579
01113,9577,0.49745480988988156,0.01906295449823392,9210,0.47839185539164764,281,0.014595886141699564,184,0.009557448576771245
01115,5550,0.14498053864841567,-0.6799456649512813,31579,0.8249262035996969,678,0.017711136072725373,474,0.012382121679161986
01117,22927,0.22695955176305213,-0.49415945673048367,72846,0.7211190084935358,2956,0.029262111702864836,2289,0.022659328040547228
01119,4746,0.740290126345344,0.4936827328029949,1581,0.2466073935423491,57,0.008890968647636874,27,0.004211511464670099
01121,12121,0.3628281497889664,-0.25422815577573565,20614,0.617056305564702,411,0.01230281078815817,261,0.007812733858173437
01123,5519,0.2832289849122447,-0.41440008211023294,13594,0.6976290670224776,233,0.011957302678846352,140,0.007184645386431284
01125,31762,0.38406287787182586,-0.1929987908101572,47723,0.577061668681983,1873,0.022648125755743653,1342,0.0162273276904474
01127,4497,0.15258550488599348,-0.6707722584147666,24266,0.82335776330076,455,0.015438382193268187,254,0.008618349619978285
01129,2366,0.2778952313836035,-0.4304674653511863,6031,0.7083626967347898,73,0.008574113225276016,44,0.00516795865633075
01131,4329,0.7087426326129665,0.424361493123772,1737,0.2843811394891945,22,0.003601833660772757,20,0.0032743942370661427
01133,872,0.08455347619509357,-0.8102395035392224,9228,0.8947929797343159,131,0.01270241442839135,82,0.007951129642199167
04001,17083,0.6175843245001988,0.31969198510538305,8240,0.2978923393948158,1221,0.04414157116517841,1117,0.04038176493980695
04003,17448,0.34898093885633136,-0.21265275916555,28080,0.5616336980218813,2393,0.04786287177230634,2076,0.04152249134948097
04005,32404,0.5420179312190553,0.18894687541817212,21108,0.35307105580088316,2978,0.04981265890539275,3294,0.05509835407466881
04007,7003,0.31103708638685323,-0.3188540972684877,14182,0.6298911836553409,803,0.035665112147457254,527,0.023406617810348657
04009,3301,0.2687891865483267,-0.3846592297044215,8025,0.6534484162527482,497,0.04046901718101132,458,0.03729338001791385
04011,1092,0.33090909090909093,-0.24242424242424243,1892,0.5733333333333334,200,0.06060606060606061,116,0.03515151515151515
04012,1575,0.2646614014451353,-0.40799865568811966,4003,0.6726600571332549,211,0.0354562258443959,162,0.027222315577213912
04013,702907,0.44832998901669435,-0.02835376704421516,747361,0.4766837560609095,67043,0.04276154235716281,50523,0.03222471256523331
04015,17455,0.21834306943697385,-0.5107013747294948,58282,0.7290444441664686,2639,0.0330110203520008,1567,0.019601466044556745
04017,16459,0.4084727254678116,-0.10219883853675488,20577,0.5106715640045665,1410,0.034992802898694594,1848,0.045862907628927384
04019,224661,0.5328265819182241,0.13573901906839958,167428,0.3970875628498245,15620,0.03704582107959396,13931,0.03304003415235746
04021,47892,0.3696910749849474,-0.19241813718679085,72819,0.5621092121717383,5010,0.038673521374646844,3825,0.0295261914686675
04023,11690,0.7113734558510315,0.4742286861802471,3897,0.2371447696707844,432,0.026288565690987645,414,0.025193208787196494
04025,35590,0.3109654871122761,-0.3122761031017912,71330,0.6232415902140673,3996,0.03491480996068152,3534,0.0308781127129751
04027,24605,0.46415770609318996,-0.010564044519901894,25165,0.47472175061309185,1873,0.035332956046029054,1367,0.025787587247689116
05001,1939,0.312137797810689,-0.3037669027688345,3826,0.6159047005795235,126,0.020283322601416614,321,0.051674179008370895
05003,2408,0.2979091921316343,-0.3624891748113324,5338,0.6603983669429667,156,0.01929976493876036,181,0.022392675986638626
05005,4169,0.21091773752909035,-0.5318729130830719,14682,0.7427906506121623,452,0.0228675503389659,463,0.023424061519781443
05007,28005,0.2892809552830832,-0.3394932289353263,60871,0.6287741842184095,3871,0.039985951719364934,4062,0.041958908779142434
05009,2926,0.18161504562100428,-0.577803984855068,12235,0.7594190304760723,379,0.023524300167587362,571,0.0354416237353361
05011,1317,0.36052559540104023,-0.2318642211880646,2164,0.5923898165891048,73,0.019983575143717493,99,0.027101012866137423
05013,639,0.28162185985015425,-0.4041427941824592,1556,0.6857646540326134,44,0.019391802556192154,30,0.013221683561040106
05015,3342,0.31065253764640266,-0.3201338538761852,6786,0.6307863915225879,238,0.022123071202825802,392,0.03643799962818368
05017,2350,0.5627394636015326,0.1518199233716475,1716,0.4109195402298851,35,0.008381226053639846,75,0.017959770114942528
05019,3620,0.4245836265540699,-0.09195402298850575,4404,0.5165376495425756,196,0.022988505747126436,306,0.03589021815622801
05021,1199,0.23057692307692307,-0.49653846153846154,3781,0.7271153846153846,100,0.019230769230769232,120,0.023076923076923078
05023,2101,0.17385188249896566,-0.6087712039718659,9458,0.7826230864708316,229,0.01894911046752172,297,0.02457592056268101
05025,723,0.21556350626118068,-0.5184853905784138,2462,0.7340488968395945,59,0.017590936195587357,110,0.032796660703637445
05027,3140,0.3533250815798357,-0.26060537864296157,5456,0.6139304602227973,117,0.01316529762574547,174,0.01957916057162147
05029,2656,0.3350573987637189,-0.2766494260123628,4849,0.6117068247760817,171,0.02157184306799546,251,0.03166393339220386
05031,10538,0.29623590925702076,-0.34728586287352764,22892,0.6435217721305484,1031,0.02898265538470188,1112,0.0312596632277289
05033,4488,0.1999109131403118,-0.5433407572383073,16686,0.7432516703786192,581,0.025879732739420937,695,0.030957683741648107
05035,8410,0.5272066198595787,0.09064694082246738,6964,0.43655967903711135,242,0.015170511534603812,336,0.02106318956870612
05037,1999,0.29080593540878674,-0.3760546988652895,4584,0.6668606342740763,105,0.015274949083503055,186,0.027058481233633982
05039,1165,0.4204258390472754,-0.12414290869722122,1509,0.5445687477444966,26,0.009382894261999277,71,0.025622518946228797
05041,2228,0.5233732675593141,0.07258632840028195,1919,0.4507869391590322,44,0.0103359173126615,66,0.015503875968992248
05043,2365,0.35860500379075055,-0.24306292645943894,3968,0.6016679302501895,111,0.01683093252463988,151,0.022896133434420016
05045,14629,0.3078039851032045,-0.30965556420560947,29346,0.617459549308814,1675,0.03524312496054874,1877,0.03949334062743283
05047,1376,0.20324963072378138,-0.5410635155096011,5039,0.7443131462333825,177,0.026144756277695715,178,0.026292466765140327
05049,1067,0.2235959765297569,-0.5037720033528919,3471,0.7273679798826488,107,0.02242246437552389,127,0.02661357921207041
05051,12311,0.3017032226442838,-0.3376056855777478,26087,0.6393089082220316,989,0.024237225830167873,1418,0.03475064330351672
05053,1373,0.18441907320349227,-0.5845533915379449,5725,0.7689724647414372,177,0.023774345198119544,170,0.022834116856950974
05055,3071,0.21034246575342466,-0.5239041095890411,10720,0.7342465753424657,404,0.027671232876712328,405,0.02773972602739726
05057,2377,0.33721095190807204,-0.28713292665626333,4401,0.6243438785643354,106,0.015037593984962405,165,0.02340757554263016
05059,3149,0.26364701942397856,-0.42054588077695915,8172,0.6841929002009377,239,0.020010046885465507,384,0.032150033489618215
05061,1351,0.28904578519469404,-0.386392811296534,3157,0.6754385964912281,60,0.012836970474967908,106,0.02267864783910997
05063,2881,0.21162039077420303,-0.5182165417952108,9936,0.7298369325694138,352,0.02585573674158954,445,0.03268693991479359
05065,1113,0.20429515418502203,-0.5376284875183555,4042,0.7419236417033774,125,0.022944199706314245,168,0.030837004405286344
05067,1583,0.3070209464701319,-0.3266097750193949,3267,0.6336307214895268,111,0.021528316524437548,195,0.037820015515903804
05069,15772,0.6090986328879278,0.251873020777014,9250,0.35722561211091375,296,0.01143121958754924,576,0.02224453541360933
05071,2427,0.26635206321334504,-0.40210711150131695,6091,0.668459174714662,294,0.03226514486391571,300,0.03292361720807726
05073,1032,0.36083916083916084,-0.2538461538461539,1758,0.6146853146853147,26,0.00909090909090909,44,0.015384615384615385
05075,1263,0.22216358839050132,-0.4927000879507476,4064,0.7148636763412489,165,0.029023746701846966,193,0.03394898856640281
05077,1735,0.5733641771315268,0.1672174487772637,1229,0.4061467283542631,22,0.007270323859881031,40,0.013218770654329148
05079,1252,0.32723470987977,-0.31442760062728703,2455,0.641662310507057,48,0.012545739675901725,71,0.018557239937271302
05081,1397,0.2672661182322556,-0.4224220394107519,3605,0.6896881576430075,85,0.0162617180026784,140,0.026784006122058543
05083,1715,0.21651306653200353,-0.5089003913647266,5746,0.7254134578967302,195,0.024618103774775912,265,0.033455371796490344
05085,5664,0.20900369003690036,-0.5274538745387454,19958,0.7364575645756457,767,0.028302583025830257,711,0.026236162361623617
05087,1588,0.23212980558397894,-0.4882327145154218,4928,0.7203625200994007,144,0.02104955415874872,181,0.026458120157871655
05089,1434,0.2017728999577881,-0.549036161530885,5336,0.7508090614886731,157,0.022090896299423103,180,0.02532714225411566
05091,4273,0.265552172021627,-0.4363308681871854,11294,0.7018830402088124,237,0.014728730346156236,287,0.017836057423404387
05093,5670,0.42941532868827625,-0.10534686458648901,7061,0.5347621932747653,181,0.013707967282641623,292,0.022114510754316873
05095,1312,0.4549237170596394,-0.06137309292649096,1489,0.5162968099861304,37,0.012829403606102635,46,0.0159500693481276
05097,748,0.2101713964596797,-0.5324529362180388,2643,0.7426243326777184,52,0.014610845743186288,116,0.03259342511941556
05099,1157,0.35643869377695625,-0.2597042513863216,2000,0.6161429451632778,35,0.010782501540357363,54,0.0166358595194085
05101,699,0.18625099920063948,-0.5798028244071409,2875,0.7660538236077804,49,0.013056221689315214,130,0.034638955502264854
05103,4321,0.43492702566683444,-0.10367388022143936,5351,0.5386009058882738,97,0.00976346250629089,166,0.016708605938600907
05105,1049,0.24361356247097074,-0.4549465861588481,3008,0.6985601486298189,113,0.02624245239201115,136,0.03158383650719926
05107,4310,0.619876312383144,0.26808571839493744,2446,0.35179059398820656,62,0.00891701423845822,135,0.019416079390191285
05109,685,0.1720673197689023,-0.6191911580005024,3150,0.7912584777694047,73,0.01833710123084652,73,0.01833710123084652
05111,1880,0.24346024346024345,-0.4690494690494691,5502,0.7125097125097125,154,0.019943019943019943,186,0.024087024087024088
05113,1212,0.14724820799416838,-0.6567853237759689,6618,0.8040335317701373,164,0.019924675009111895,237,0.028793585226582433
05115,5000,0.22154282422792326,-0.49873720590190085,16256,0.7202800301298241,618,0.027382693074571314,695,0.030794452567681332
05117,814,0.23635307781649245,-0.49099883855981413,2505,0.7273519163763066,56,0.016260162601626018,69,0.02003484320557491
05119,89574,0.5606223713198478,0.17722937111956744,61257,0.3833930002002804,4328,0.027087923092329262,4617,0.02889670538754256
05121,1425,0.22338924596331713,-0.483461357579558,4509,0.7068506035428751,203,0.03182316977582693,242,0.03793698071798087
05123,4031,0.5425302826379542,0.11251682368775234,3195,0.4300134589502019,64,0.008613728129205921,140,0.018842530282637954
05125,13256,0.2544337811900192,-0.433915547024952,35863,0.6883493282149712,1466,0.028138195777351247,1515,0.02907869481765835
05127,602,0.17150997150997152,-0.6065527065527065,2731,0.778062678062678,83,0.02364672364672365,94,0.02678062678062678
05129,601,0.16121244635193133,-0.6314377682403434,2955,0.7926502145922747,68,0.018240343347639486,104,0.027896995708154508
05131,12300,0.2755561529672693,-0.3769742590227838,29127,0.6525304119900531,1630,0.03651679100297959,1580,0.03539664403969801
05133,1075,0.2356422621657168,-0.483779044278825,3282,0.7194213064445418,83,0.01819377466023674,122,0.026742656729504603
05135,1472,0.20306249137812113,-0.5428334942750724,5407,0.7458959856531936,155,0.02138225962201683,215,0.029659263346668505
05137,1203,0.21413314346742612,-0.5179779280882877,4113,0.7321110715557138,120,0.02135991456034176,182,0.032395870416518334
05139,5855,0.34657274772108443,-0.2723452113176275,10456,0.6189179590387119,275,0.016277968509530012,308,0.018231324730673612
05141,1549,0.21106417768088295,-0.522278239542172,5382,0.7333424172230549,182,0.02479901893991007,226,0.030794386156152063
05143,33366,0.407593359475208,-0.09907037539243352,41476,0.5066637348676415,3360,0.04104518635247554,3659,0.044697719304675
05145,5170,0.1846494517661345,-0.5681274331226116,21077,0.7527768848887461,695,0.024822315082681526,1057,0.03775134826243794
05147,1118,0.4348502528199144,-0.08907040062232596,1347,0.5239206534422404,45,0.01750291715285881,61,0.023726176584986387
05149,1480,0.22984935548998292,-0.48578971890045036,4608,0.7156390743904333,157,0.024382668116167107,194,0.03012890200341668
06001,514842,0.7869001293052061,0.6402900349399174,95922,0.14661009436528874,16906,0.025839643203223153,26596,0.04065013312628197
06003,334,0.5548172757475083,0.19435215946843853,217,0.36046511627906974,25,0.04152823920265781,26,0.04318936877076412
06005,6004,0.33855870080072176,-0.252678470734183,10485,0.5912371715349047,804,0.04533664147964362,441,0.024867486184729896
06007,41567,0.4349650496002679,-0.03743041312628187,45144,0.47239546272654975,4625,0.048396885856598716,4228,0.04424260181658365
06009,7944,0.3433609958506224,-0.24062067773167362,13511,0.583981673582296,1104,0.04771784232365145,577,0.024939488243430154
06011,2661,0.4012364294330519,-0.13419782870928826,3551,0.5354342581423401,260,0.039203860072376355,160,0.024125452352231604
06013,319287,0.684908028101035,0.43616882072183194,115956,0.24873920737920308,16123,0.03458572424518689,14809,0.031767040274575
06015,3485,0.36461602845783636,-0.17252563297761037,5134,0.5371416614354467,416,0.043523749738439005,523,0.05471856036827788
06017,36404,0.3889690247993931,-0.137224733147418,49247,0.5261937579468111,5027,0.053712429613958605,2913,0.031124787639837163
06019,141341,0.500642889780709,0.061249862743917305,124049,0.43939302703679173,9246,0.03275018684537704,7683,0.027213896337122193
06021,3065,0.3236536430834213,-0.2875395987328406,5788,0.6111932418162619,375,0.0395987328405491,242,0.025554382259767687
06023,33200,0.5603753839921682,0.25026162103770716,18373,0.3101137629544611,2163,0.03650879384262229,5510,0.0930020592107484
06025,32667,0.6792747083653906,0.41510885612692605,12704,0.26416585223846456,1221,0.025389365993637062,1499,0.031170073402507745
06027,3155,0.39018055899084836,-0.13517190205293106,4248,0.5253524610437794,328,0.04056393767004699,355,0.043903042295325254
06029,98689,0.4041931005107244,-0.12653432338233067,129584,0.530727423893055,9359,0.038330951044998625,6531,0.02674852455122193
06031,13617,0.40150375939849625,-0.13197700132684653,18093,0.5334807607253428,1338,0.0394515701017249,867,0.02556390977443609
06033,11500,0.4692919812283208,0.03660477453580907,10603,0.4326872066925117,1095,0.04468475821260967,1307,0.05333605386655785
06035,2224,0.2113264918282022,-0.508361839604713,7574,0.7196883314329152,473,0.04494488787533257,253,0.02404028886354998
06037,2464364,0.7175722154215638,0.4934388528926351,769743,0.22413336252892868,88968,0.025905655520704608,111233,0.03238876652880289
06039,17029,0.3949944331044721,-0.14678047875301542,23357,0.5417749118574875,1558,0.03613843013546113,1168,0.02709222490257933
06041,108707,0.7805317613607806,0.6242128768677346,21771,0.15631888449304604,4180,0.030012996058101715,4615,0.03313635808807163
06043,3122,0.3516953925875859,-0.23239833277007999,5185,0.5840937253576659,326,0.03672411850850513,244,0.0274867635462431
06045,22079,0.5891346692638152,0.2986098140192652,10888,0.29052485524455,1331,0.03551511593777517,3179,0.0848253595538597
06047,37317,0.5271581742926161,0.12137478986848244,28725,0.4057833844241337,2410,0.0340448374747489,2337,0.033013603808501324
06049,877,0.23152059134107708,-0.48020063357972553,2696,0.7117212249208026,122,0.032206969376979935,93,0.024551214361140442
06051,2773,0.525587566338135,0.12547384382107657,2111,0.4001137225170584,222,0.0420773313115997,170,0.03222137983320698
06053,89088,0.6677860398177021,0.4062200167905973,34895,0.2615660230271048,4547,0.034083413288558406,4878,0.03656452386663468
06055,39199,0.6387114645115036,0.3550153164309457,17411,0.28369614808055793,2551,0.04156618653457603,2211,0.036026200873362446
06057,26053,0.47425138800400474,0.048930554291435335,23365,0.4253208337125694,2378,0.04328752161645581,3139,0.057140256666970056
06059,609961,0.5093530718876746,0.08585486183540836,507148,0.4234982100522663,46128,0.03851957502206642,34284,0.028629143037992653
06061,73509,0.40204223387789256,-0.11829533086485927,95138,0.5203375647427518,9245,0.05056361060824004,4947,0.027056590771115573
06063,3459,0.357482430756511,-0.2026663910706903,5420,0.5601488218272013,411,0.04247622984704423,386,0.03989251756924349
06065,373695,0.49733760452281167,0.05383615188363977,333243,0.4435014526391719,24089,0.0320592075231138,20364,0.027101735314902627
06067,326023,0.5828813044177855,0.243566409811739,189789,0.3393148946060465,24412,0.04364507535801763,19106,0.03415872561815029
06069,12521,0.571109286626528,0.21346469622331693,7841,0.3576445904032111,815,0.03717387338076993,747,0.03407224958949097
06071,340818,0.5211690819926325,0.10641961376192943,271225,0.414749468230703,21048,0.03218599615566352,20858,0.031895453621001026
06073,735476,0.5629791794243724,0.19726729944886717,477766,0.3657118799755052,51663,0.03954608083282302,41495,0.03176285976729945
06075,345084,0.8503962621244381,0.7575210945509029,37688,0.09287516757353521,8883,0.02189052519517388,14137,0.034838045106852775
